Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,CAF Population,CAF Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,Unnamed: 29
Inland Empire Utilities Agency,"Po Box 9020, Chino Hills, CA 91709",IEUA Regional Plant No. 1,"2450 East Philadelphia Street, Ontario, CA 91761",34.027852,-117.600396,Wastewater Treatment Facility,4952,San Bernardino,8,"NPDMUNILRG, SLIC",Active,NPDES Permit,R8-2022-0041,8 362918001,CA8000409,06/03/2022,08/01/2022,,2027-09-30,85.0,Major,A,1.0,,,,0.0,9.0,
Inland Empire Utilities Agency,"Po Box 9020, Chino Hills, CA 91709",IEUA Regional Plant No. 2,"Chino, CA",,,Wastewater Treatment Facility,4952,San Bernardino,8,NPDMUNILRG,Active,NPDES Permit,R8-2022-0041,8 362918001,CA8000409,06/03/2022,08/01/2022,,2027-09-30,85.0,Major,A,1.0,,,,0.0,4.0,
Inland Empire Utilities Agency,"Po Box 9020, Chino Hills, CA 91709",IEUA Regional Plant No. 4,"12811 Sixth Street, Rancho Cucamonga, CA 91739",34.084564,-117.525855,Wastewater Treatment Facility,4952,San Bernardino,8,"NPDMUNILRG, SLIC",Active,NPDES Permit,R8-2022-0041,8 362918001,CA8000409,06/03/2022,08/01/2022,,2027-09-30,85.0,Major,A,1.0,,,,0.0,4.0,
Inland Empire Utilities Agency,"Po Box 9020, Chino Hills, CA 91709",IEUA Regional Plant No. 5,"6068 Kimball Avenue C, Chino, CA 91710",33.965592,-117.673391,Wastewater Treatment Facility,4952,San Bernardino,8,"NPDMUNILRG, SLIC",Active,NPDES Permit,R8-2022-0041,8 362918001,CA8000409,06/03/2022,08/01/2022,,2027-09-30,85.0,Major,A,1.0,,,,0.0,19.0,
East Valley Water District,"31111 Greenspot Road, Highland, CA 92346",Sterling Natural Resource Center WWTF,"25376 5th Street, San Bernardino, CA 92410",34.10854,-117.25055,Wastewater Treatment Facility,4952,San Bernardino,8,WDRMUNILRG,Active,WDR,R8-2023-0009,8 363000001,,12/01/2023,12/01/2023,,2033-12-01,8.0,Major,A,2.0,,,,0.0,0.0,
Encina Wastewater Authority,"6200 Avenida Encinas, Carlsbad, CA 92011",Carlsbad WRF,"6220 Avenida Encinas, Carlsbad, CA 92009",33.114837,-117.319736,Wastewater Treatment Facility,4952,San Diego,9,NPDMUNILRG,Active,NPDES Permit,R9-2018-0059,9 000000030,CA0107395,09/12/2018,11/01/2018,,2023-10-31,48.0,Major,A,1.0,,,,1.0,5.0,
Encina Wastewater Authority,"6200 Avenida Encinas, Carlsbad, CA 92011",Encina Ocean Outfall,"6200 Avenida Encinas, Carlsbad, CA 92009",33.11658,-117.32166,Wastewater Treatment Facility,4952,San Diego,9,NPDMUNILRG,Active,NPDES Permit,R9-2018-0059,9 000000030,CA0107395,09/12/2018,11/01/2018,,2023-10-31,48.0,Major,A,1.0,,,,0.0,3.0,
Encina Wastewater Authority,"6200 Avenida Encinas, Carlsbad, CA 92011",Encina Water Pollution Control Facility,"6200 Avenida Encinas, Carlsbad, CA 92009",33.11658,-117.32166,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, SLIC",Active,Co-Permitee,2020-0015-DWQ,9 000000030,,,07/09/2020,,,,Major,,,,,,1.0,11.0,
Encina Wastewater Authority,"6200 Avenida Encinas, Carlsbad, CA 92011",Vallecitos WD Meadowlark WRP,"7941 Corintia Street, Carlsbad, CA 92009",33.10342,-117.22802,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, SLIC",Active,Co-Permitee,2020-0015-DWQ,9 000000030,,,07/09/2020,,,,Major,,,,,,0.0,6.0,
Escondido City,"201 North Broadway, Escondido, CA 92025",HARRF DISCH to San Elijo Ocean Outfall,"1521 Hale Avenue, Escondido, CA 92029",33.104533,-117.111778,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, SLIC",Active,Co-Permitee,2020-0015-DWQ,9 000000031,,,07/09/2020,,,,Major,,,,,,3.0,35.0,
Ramona MWD,"105 West Earlham Street, Ramona, CA 92065-1599",San Vicente WWTP,"22758 San Vicente Road, Ramona, CA 92065",32.99921,-116.84008,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-2009-0005,9 000000076,,03/11/2009,03/11/2009,,2014-03-11,0.8,,B,1.0,,,,0.0,0.0,
Ramona MWD,"105 West Earlham Street, Ramona, CA 92065-1599",Santa Maria WWTP,"260 Sawday Street, Ramona, CA 92065",33.02993,-116.900549,Wastewater Treatment Facility,4952,San Diego,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000077,,,07/09/2020,,,,,,,,,,0.0,0.0,
Fallbrook Public Utility District,"990 East Mission Road, Fallbrook, CA 92088",Fallbrook Water Reclamation Plant,"1425 South Alturas Street, Fallbrook, CA 92028",33.36712,-117.25798,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, REC, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000115,,,07/09/2020,,,,Major,,,,,,2.0,16.0,
SOCWA-Aliso Creek Ocean O/F,,El Toro WD WRP,"23542 Moulton Parkway, Laguna Hills, CA 92653",33.620609,-117.731458,Wastewater Treatment Facility,4952,Orange,9,NPDMUNILRG,Active,NPDES Permit,R9-2022-0006,9 000000117,CA0107611,03/09/2022,05/01/2022,,2027-04-30,34.37,Major,A,1.0,,,,1.0,8.0,
SOCWA-Aliso Creek Ocean O/F,,IRWD Los Alisos WRP,"15600 Sand Canyon Avenue, Irvine, CA 92618",33.66798,-117.76688,Wastewater Treatment Facility,4952,Orange,9,"NPDMUNILRG, SLIC",Active,NPDES Permit,R9-2022-0006,9 000000117,CA0107611,03/09/2022,05/01/2022,,2027-04-30,34.37,Major,A,1.0,,,,0.0,10.0,
SOCWA-Aliso Creek Ocean O/F,,SOCWA - Coastal TP,"28303 Alicia Parkway, Laguna Niguel, CA 92677",33.54587,-117.716339,Wastewater Treatment Facility,4952,Orange,9,NPDMUNILRG,Active,NPDES Permit,R9-2022-0006,9 000000117,CA0107611,03/09/2022,05/01/2022,,2027-04-30,34.37,Major,A,1.0,,,,0.0,37.0,
SOCWA-Aliso Creek Ocean O/F,,SOCWA - Regional TP,"29201 La Paz Rd, Laguna Niguel, CA 92677",33.536498,-117.698911,Wastewater Treatment Facility,4952,Orange,9,"NPDMUNILRG, SLIC",Active,NPDES Permit,R9-2022-0006,9 000000117,CA0107611,03/09/2022,05/01/2022,,2027-04-30,34.37,Major,A,1.0,,,,0.0,102.0,
SOCWA-Aliso Creek Ocean O/F,,SOCWA Aliso Creek Ocean Outfall,"34156 Del Obispo Street, Dana Point, CA 92629",33.466786,-117.685536,Wastewater Treatment Facility,4952,Orange,9,NPDMUNILRG,Active,NPDES Permit,R9-2022-0006,9 000000117,CA0107611,03/09/2022,05/01/2022,,2027-04-30,34.37,Major,A,1.0,,,,0.0,6.0,
San Diego County Sanitation District,"5500 Overland Avenue Ste 315, San Diego, CA 92123",Rancho Del Campo WPCF OWTS,"31035 Forest Gate, Campo, CA 92006",32.603591,-116.47027,Wastewater Treatment Facility,4952,San Diego,9,"WDRMUNIENROTH, WDRMUNILRG",Active,Enrollee - WDR,2014-0153-DWQ,9 000000123,,,12/11/2019,,2029-09-23,0.1,,B,2.0,,,,0.0,0.0,
San Elijo Joint Powers,"2695 Manchester Avenue, Cardiff By The Sea, CA 92007",San Elijo Water Campus,"2695 Manchester Avenue, Encinitas, CA 92007",33.01373,-117.27371,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, SLIC, WDRMUNIENROTH, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000125,,,07/09/2020,,,,Major,,,,,,0.0,14.0,
Pauma Valley Community Services District,"33129 Cole Grade Road, Pauma Valley, CA 92061",Pauma Valley Treatment Plant,"33129 Cole Grade Road, Pauma Valley, CA 92061",33.3129,-117.00436,Wastewater Treatment Facility,4952,San Diego,9,"WDRMUNIENROTH, WDRMUNILRG",Active,Enrollee - WDR,2014-0153-DWQ,9 000000145,,,06/09/2021,,2029-09-23,0.1,,B,2.0,,,,0.0,0.0,
Oceanside City,"300 North Coast Highway, Oceanside, CA 92054","La Salina WWTP, Oceanside Ocean Outfall","1330 South Tait Street, Oceanside, CA 92054",33.179992,-117.370735,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, SLIC",Active,Co-Permitee,2020-0015-DWQ,9 000000146,,,07/09/2020,,,,Major,,,,,,2.0,9.0,
Oceanside City,"300 North Coast Highway, Oceanside, CA 92054",Oceanside Ocean Outfall,"1330 South Tait Street, Oceanside, CA 92054",33.244925,-117.325703,Wastewater Treatment Facility,4952,San Diego,9,NPDMUNILRG,Active,NPDES Permit,R9-2019-0166,9 000000146,CA0107433,02/12/2020,04/01/2020,,2025-03-31,16.6,Major,A,1.0,,,,0.0,62.0,
Oceanside City,"300 North Coast Highway, Oceanside, CA 92054",San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),"3950 North River Road, Oceanside, CA 92058",33.244925,-117.325703,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, SLIC",Active,Co-Permitee,2020-0015-DWQ,9 000000146,,,07/09/2020,,,,Major,,,,,,1.0,9.0,
Whispering Palms Community Services District,"605 Third Street, Encinitas, CA 92024",Whispering Palms WPCF,"15525 Via De Santa Fe, Rancho Santa Fe, CA 92067",33.00127,-117.2002,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-1994-0080,9 000000157,,06/09/1994,06/09/1994,,2014-06-09,0.4,,B,2.0,,,,1.0,78.0,
SOCWA-San Juan Creek Ocean O/F,"34156 Del Obispo Street, Dana Point, CA 92629",City of San Clemente WRP,"380 Avenida Pico, San Clemente, CA 92672",33.435947,-117.627018,Wastewater Treatment Facility,4952,Orange,9,"NPDMUNILRG, NPDNONMUNIPRCS, SLIC",Active,NPDES Permit,R9-2022-0005,9 000000175,CA0107417,03/09/2022,05/01/2022,,2027-04-30,43.78,Major,A,1.0,,,,0.0,12.0,
SOCWA-San Juan Creek Ocean O/F,"34156 Del Obispo Street, Dana Point, CA 92629",J.B. Latham Wastewater Treatment Plant,"34152 Del Obispo, Dana Point, CA 92629",33.466838,-117.685495,Wastewater Treatment Facility,4952,Orange,9,"NPDMUNILRG, NPDNONMUNIPRCS, SLIC",Active,NPDES Permit,R9-2022-0005,9 000000175,CA0107417,03/09/2022,05/01/2022,,2027-04-30,43.78,Major,A,1.0,,,,0.0,7.0,
SOCWA-San Juan Creek Ocean O/F,"34156 Del Obispo Street, Dana Point, CA 92629",SMWD - Chiquita WRP,"28793 Ortega Highway, San Juan Capistrano, CA 92675",33.517265,-117.629322,Wastewater Treatment Facility,4952,Orange,9,"NPDMUNILRG, NPDNONMUNIPRCS, SLIC",Active,NPDES Permit,R9-2022-0005,9 000000175,CA0107417,03/09/2022,05/01/2022,,2027-04-30,43.78,Major,A,1.0,,,,0.0,11.0,
SOCWA-San Juan Creek Ocean O/F,"34156 Del Obispo Street, Dana Point, CA 92629",SMWD Oso Creek WRP,"27204 La Paz Rd, Mission Viejo, CA 92692",33.59444,-117.65566,Wastewater Treatment Facility,4952,Orange,9,"NPDESWW, NPDMUNILRG",Active,NPDES Permit,R9-2022-0005,9 000000175,CA0107417,03/09/2022,05/01/2022,,2027-04-30,43.78,Major,A,1.0,,,,0.0,1.0,
SOCWA-San Juan Creek Ocean O/F,"34156 Del Obispo Street, Dana Point, CA 92629",SOCWA - 3A Treatment Plant,"26801 Camino Capistrano, Mission Viejo, CA 92653",33.570296,-117.673718,Wastewater Treatment Facility,4952,Orange,9,NPDMUNILRG,Active,NPDES Permit,R9-2022-0005,9 000000175,CA0107417,03/09/2022,05/01/2022,,2027-04-30,43.78,Major,A,1.0,,,,0.0,64.0,
SOCWA-San Juan Creek Ocean O/F,"34156 Del Obispo Street, Dana Point, CA 92629",SOCWA San Juan Creek Ocean Outfall,"30290 Rancho Viejo Rd, San Juan Capistrano, CA 92675",33.522454,-117.665743,Wastewater Treatment Facility,4952,Orange,9,"NPDESWW, NPDMUNILRG",Active,NPDES Permit,R9-2022-0005,9 000000175,CA0107417,03/09/2022,05/01/2022,,2027-04-30,43.78,Major,A,1.0,,,,2.0,8.0,
Rancho Santa Fe Community Services District,"605 Third Street, Encinitas, CA 92024-3513",Rancho Santa Fe San Dist Plant,"16105 Via De Santa Fe, Rancho Santa Fe, CA 92067",33.006,-117.208457,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-1992-0004,9 000000177,,05/18/1992,05/18/1992,,2013-05-18,0.45,,B,2.0,,,,0.0,1.0,
Leucadia Wastewater District,"1960 La Costa Avenue, Carlsbad, CA 92009",Gafner Water Reclamation Facility,"1960 La Costa Avenue, Carlsbad, CA 92009",33.08677,-117.26634,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-2004-0223,9 000000206,,09/08/2004,09/08/2004,,2013-09-08,1.0,,B,2.0,,,,0.0,0.0,
Otay MWD,"2554 Sweetwater Springs Boulevard, Spring Valley, CA 91978-2004",Ralph W Chapman WRF,"11901 Singer Lane, Spring Valley, CA 91978",32.72827,-116.94724,Wastewater Treatment Facility,4952,San Diego,SB,"REC, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000217,,,07/09/2020,,,,,,,,,,0.0,0.0,
Valley Center MWD,"29300 Valley Center Road, Valley Center, CA 92082",Lower Moosa Canyon Recl Facil,"8711 Circle R Drive, Escondido, CA 92026",33.254895,-117.152751,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,95-032,9 000000236,,02/09/1995,02/09/1995,,2013-02-09,0.5,,B,2.0,,,,0.0,0.0,
Vallecitos Water District,"201 Vallecitos De Oro, San Marcos, CA 92069",Meadowlark WRF,"7941 Corintia Street, Carlsbad, CA 92009",33.106357,-117.227356,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-2007-0018,9 000000247,,04/11/2007,04/11/2007,,2017-04-11,5.0,,B,2.0,,,,1.0,2.0,
Rincon Del Diablo Municipal Water District,"1920 North Iris Lane, Escondido, CA 92026",Harmony Grove Water Reclamation Plant,"2540 Country Club Drive, Escondido, CA 92029",33.1003126,-117.1301589,Wastewater Treatment Facility,,San Diego,9,WDRMUNILRG,Active,WDR,R9-2012-0054,9 0000002490,,11/13/2012,11/13/2012,,2017-11-14,0.541,Minor,B,2.0,,,,0.0,2.0,
Fairbanks Ranch Community Services District,"605 Third Street, Encinitas, CA 92024",Fairbanks Ranch WPCF,"16556 Circa Del Norte, Del Mar, CA 92014",32.99908,-117.19086,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-1993-0005,9 000000257,,02/01/1993,02/01/1993,,2013-02-01,0.27,,B,2.0,,,,0.0,0.0,
San Diego City Metropolitan Wastewater Dept (Public Utilities),"9192 Topaz Way, San Diego, CA 92123-1119",Point Loma WWTP & Ocean Outfall,"1902 Gatchell Road, San Diego, CA 92106",32.68726,-117.24912,Wastewater Treatment Facility,4952,San Diego,9,"NPDMUNILRG, SLIC",Active,NPDES Permit,R9-2026-0002,9 000000275,CA0107409,03/11/2026,05/01/2026,,2031-04-30,240.0,Major,A,1.0,,,,8.0,82.0,
San Clemente City,"100 North Calle Seville, San Clemente, CA 92040",City of San Clemente WRP,"380 Avenida Pico, San Clemente, CA 92672",33.435947,-117.627018,Wastewater Treatment Facility,4952,Orange,9,"REC, WDRMUNILRG",Active,Enrollee - WDR,2016-0068-DDW,9 000000290,,,10/05/2015,,2020-10-05,,,,,,,,0.0,12.0,
Olivenhain Municipal Water District,"1966 Olivenhain Road, Encinitas, CA 92024-5699",4-S Ranch Water Reclamation Facility,"16595 Dove Canyon Road, San Diego, CA 92127",33.014402,-117.112003,Wastewater Treatment Facility,4952,San Diego,SB,"REC, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000371,,,07/09/2020,,,,,,,,,,0.0,0.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",IRWD Los Alisos WRP,"15600 Sand Canyon Avenue, Irvine, CA 92618",33.66798,-117.76688,Wastewater Treatment Facility,4952,Orange,9,WDRMUNILRG,Active,WDR,97-052,9 000000541,,10/15/1997,10/15/1997,,2014-10-15,6.0,,B,2.0,,,,0.0,10.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",SMWD - Chiquita WRP,"28793 Ortega Highway, San Juan Capistrano, CA 92675",33.517265,-117.629322,Wastewater Treatment Facility,4952,Orange,9,WDRMUNILRG,Active,WDR,97-052,9 000000541,,10/15/1997,10/15/1997,,2014-10-15,6.0,,B,2.0,,,,0.0,11.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",SMWD Oso Creek WRP,"27204 La Paz Rd, Mission Viejo, CA 92692",33.59444,-117.65566,Wastewater Treatment Facility,4952,Orange,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000541,,,07/09/2020,,,,,,,,,,0.0,1.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",SMWD-Nichols Reseach Inst WRF,"33608 Ortega Highway, San Juan Capistrano, CA 92675",33.56205,-117.54391,Wastewater Treatment Facility,4952,Orange,9,"WDRMUNILRG, WDRMUNIOTH",Active,WDR,97-052,9 000000541,,10/15/1997,10/15/1997,,2014-10-15,6.0,,B,2.0,,,,0.0,0.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",SOCWA - 3A Treatment Plant,"26801 Camino Capistrano, Mission Viejo, CA 92653",33.570296,-117.673718,Wastewater Treatment Facility,4952,Orange,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000541,,,07/09/2020,,,,,,,,,,0.0,64.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",SOCWA - Coastal TP,"28303 Alicia Parkway, Laguna Niguel, CA 92677",33.54587,-117.716339,Wastewater Treatment Facility,4952,Orange,SB,"REC, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000541,,,07/09/2020,,,,,,,,,,0.0,37.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",SOCWA - Regional TP,"29201 La Paz Rd, Laguna Niguel, CA 92677",33.536498,-117.698911,Wastewater Treatment Facility,4952,Orange,9,"REC, WDRMUNILRG",Active,Enrollee - WDR,2016-0068-DDW,9 000000541,,,10/05/2015,,2020-10-05,,,C,,,,,0.0,102.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",TCWD - Crystal Canyon WRP (Formerly Goren WWTP),"Live Oak Canyon Road, Trabuco Canyon, CA 92679",33.67023,-117.60242,Wastewater Treatment Facility,4952,Orange,SB,"CERFILLEXC, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000541,,,07/09/2020,,,,,,,,,,0.0,1.0,
SOCWA-Recycled Water Use,"34156 Del Obispo Street, Dana Point, CA 92629",TCWD Robinson Ranch WRF,"21397 Heritage Rd, Trabuco Canyon, CA 92679",33.64534,-117.56208,Wastewater Treatment Facility,4952,Orange,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000541,,,07/09/2020,,,,,,,,,,0.0,29.0,
Padre Dam Municipal Water District,"Po Box 719003, Santee, CA 92072",East County Water Recycling Facility,"12001 North Fanita Parkway, Santee, CA 92071",32.85834,-117.0061,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, REC, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000542,,,07/09/2020,,,,Major,,,,,,2.0,14.0,
Santa Rosa Regional Resources Authority,"42135 Winchester Road, Temecula, CA 92590-4800",Santa Rosa WRF-Recycled WTR,"26266 Washington Avenue, Murrieta, CA 92589",33.530592,-117.188652,Wastewater Treatment Facility,4952,Riverside,9,WDRMUNILRG,Active,WDR,94-092,9 000000564,,08/11/1994,04/16/2003,,2013-08-11,5.0,,B,2.0,,,,5.0,219.0,
Escondido City,"201 North Broadway, Escondido, CA 92025",Hale Avenue Resource Recovery Facility (HARRF) Recycled Water,"1521 South Hale Avenue, Escondido, CA 92029",33.10508,-117.11184,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-2010-0032,9 000000592,,07/14/2010,07/14/2010,,2015-07-14,9.0,,B,2.0,,,,2.0,46.0,
"AC/S Environmental Security, MCB Camp Pendleton","Po Box 555151, Camp Pendleton, CA 92055-5151",Plant #12,"3950 N River Road, Oceanside, CA 92058",33.24482,-117.33143,Wastewater Treatment Facility,4952(+),San Diego,9,WDRMUNILRG,Active,Enrollee - Waiver,R9-2024-0001W2,9 000000671,,,08/13/2014,,2029-03-13,,,,,,,,0.0,0.0,
San Diego City Metropolitan Wastewater Dept (Public Utilities),"9192 Topaz Way, San Diego, CA 92123-1119",North City WRP,"4949 Eastgate Mall, San Diego, CA 92121",32.88063,-117.19854,Wastewater Treatment Facility,4952,San Diego,SB,"NPDMUNILRG, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000730,,,07/09/2020,,,,Major,,,,,,0.0,36.0,
United States Section of the International Boundary and Water Commission (USIBWC),"2225 Dairy Mart Road, San Diego, CA 92173",South Bay International WWTP,"2995 Clearwater Way, San Diego, CA 92154",32.55614,-117.062422,Wastewater Treatment Facility,4952,San Diego,9,"NPDMUNILRG, SLIC",Active,NPDES Permit,R9-2021-0001,9 000000732,CA0108928,05/12/2021,07/01/2021,,2026-06-30,25.0,Major,A,1.0,,,,21.0,837.0,
"AC/S Environmental Security, MCB Camp Pendleton","Po Box 555151, Camp Pendleton, CA 92055-5151",STP 10 & 11,"Building #52831, Camp Pendleton North, CA 92055",33.3122,-117.36811,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,Enrollee - Waiver,R9-2024-0001W2,9 000000792,,,08/13/2014,,2029-03-13,,,,,,,,0.0,0.0,
Valley Center MWD,"29300 Valley Center Road, Valley Center, CA 92082",Woods Valley Ranch Water Reclamation Facility,"27743 Valley Center Road, Valley Center, CA 92082",33.21303,-117.03347,Wastewater Treatment Facility,4952,San Diego,9,"WDR, WDRMUNILRG, WDRMUNIOTH",Active,WDR,R9-2015-0104,9 000000830,,12/16/2015,12/16/2015,,2020-12-16,0.25,,B,2.0,,,,1.0,3.0,
Rancho Santa Fe Community Services District,"605 Third Street, Encinitas, CA 92024-3513",Santa Fe Valley WTP,"9062 Maranatha Drive, San Diego, CA 92127",33.025199,-117.135651,Wastewater Treatment Facility,4952,San Diego,9,WDRMUNILRG,Active,WDR,R9-2002-0013,9 000000899,,04/10/2002,04/10/2002,,2014-04-10,0.485,,B,2.0,,,,0.0,0.0,
San Diego City Metropolitan Wastewater Dept (Public Utilities),"9192 Topaz Way, San Diego, CA 92123-1119",South Bay WRP,"2411 Dairy Mart Road, San Diego, CA 92154",32.545457,-117.069647,Wastewater Treatment Facility,4952,San Diego,9,"NPDMUNILRG, SLIC, WDRMUNILRG",Active,NPDES Permit,R9-2021-0011,9 000000900,CA0109045,05/12/2021,07/01/2021,,2026-06-30,15.0,Major,A,1.0,,,,0.0,38.0,
Carlsbad MWD,"5950 El Camino Real, Carlsbad, CA 92008",Carlsbad WRF,"6220 Avenida Encinas, Carlsbad, CA 92009",33.114837,-117.319736,Wastewater Treatment Facility,4952,San Diego,SB,"REC, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,9 000000929,,,07/09/2020,,,,,,,,,,1.0,5.0,
US Marine Corps Base Camp Pendleton,"Po Box 555008, Camp Pendleton, CA 92055",USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,,33.23149,-117.39143,Wastewater Treatment Facility,4952,,9,"DODNPDESWW, WDRNONMUNIPRCS",Active,NPDES Permit,R9-2019-0167,9 000001182,CA0109347,02/12/2020,04/01/2020,,2025-03-31,7.5,Major,A,1.0,,,,5.0,118.0,
San Diego City Metropolitan Wastewater Dept (Public Utilities),"9192 Topaz Way, San Diego, CA 92123-1119",City of San Diego North City Pure Water Facility,"4950 Eastgate Mall, San Diego, CA 92121",32.9156,-117.0947,Wastewater Treatment Facility,,San Diego,9,NPDMUNILRG,Active,NPDES Permit,R9-2020-0001,9 000003607,CA0109398,05/13/2020,07/01/2020,,2025-06-30,32.8,Major,B,3.0,,,,0.0,45.0,
Oceanside City,"300 North Coast Highway, Oceanside, CA 92054",San Luis Rey Water Reclamation Facility - Recycled Water and Pure Water,"3950 North River Road, Oceanside, CA 92058",33.24537,-117.33103,Wastewater Treatment Facility,4952,San Diego,9,"REC, WDRMUNILRG",Active,WDR,R9-2021-0100,9 000003689,,12/08/2021,12/08/2021,,2031-12-08,4.5,,A,2.0,,,,3.0,24.0,
"Civita Water Recycling Company, LLC","5465 Morehouse Drive Ste 260, San Diego , CA 92121",Civita Water Reclamation Facility,"Friars Road and Russell Parkway (Northeast Corner), San Diego, CA 92108",32.77545,-117.14742,Wastewater Treatment Facility,,San Diego,9,WDRMUNILRG,Active,WDR,R9-2020-0108,9 000003742,,08/12/2020,08/12/2020,,2025-08-12,0.33,,B,2.0,,,,0.0,0.0,
East County Advanced Water Purification Joint Powers Authority,"9300 Fanita Parkway, Santee, CA 92071",East County Advanced Water Purification (AWP) Project,"12001 North Fanita Parkway, Santee, CA 92071",32.86596,-117.00634,Wastewater Treatment Facility,,San Diego,9,NPDMUNILRG,Active,NPDES Permit,R9-2025-0003,9 000004038,CA9000001,11/12/2025,06/01/2026,,2031-05-31,13.7,Major,A,1.0,,,,0.0,0.0,
