Unit Process,Facility/Project Name,CWNS Number,Treatment Type,Present,Projected,Change Type,Back Up,Planned Year,Additional Notes,Last Updated Date,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
Aeration (Post-treatment),SUNRISE BEACH WWTP,29004019001,Primary,N,Y,New,N,,,03/21/2008,,,"SUNRISE BEACH, VILLAGE OF",Camden,Lake Of The Ozarks,10290109,4th Congressional District,MO,7,MAP
Aeration (Post-treatment),GREAT BEND WWTP,20001316001,Primary,Y,Y,No Change,N,,,06/24/2001,KS0038491,Individual Permit,"GREAT BEND      ,CITYOF",Barton,Coon-Pickerel,11030004,1st Congressional District,KS,7,MAP
Aeration (Pre-treatment),GRAND RAPIDS STP,27000183001,Primary,Y,Y,No Change,N,,,01/26/2009,MN0022080,Individual Permit,"GRAND RAPIDS, CITY OF",Itasca,Mississippi Headwaters,07010101,8th Congressional District,MN,5,MAP
Aeration (Pre-treatment),Ashtabula WWTP & Sewer System,39000308001,Primary,Y,Y,No Change,N,,,01/23/2009,OH0023914,Individual Permit,City of Ashtabula,Ashtabula,Lake Erie,04120200,14th Congressional District,OH,5,MAP
Aeration (Pre-treatment),Canton WWTP & Sewer System,39001323001,Primary,Y,Y,No Change,N,,,01/22/2009,OH0024350,Individual Permit,City of Canton,Stark,Tuscarawas,05040001,7th Congressional District,OH,5,MAP
Aeration (Pre-treatment),LAFAYETTE WWTP,18000602001,Primary,Y,Y,No Change,N,,,11/06/2008,IN0032468,Individual Permit,"LAFAYETTE, CITY OF",Tippecanoe,Middle Wabash-Little Vermilion,05120108,4th Congressional District,IN,5,MAP
Aeration (Pre-treatment),CONNERSVILLE WWTP,18002040001,Primary,Y,Y,No Change,N,,,11/10/2008,IN0032336,Individual Permit,"CONNERSVILLE, CITY OF",Fayette,Whitewater,05080003,6th Congressional District,IN,5,MAP
Aeration (Pre-treatment),ELKHART WWTP,18002060001,Primary,Y,Y,No Change,N,,,11/12/2008,IN0025674,Individual Permit,"ELKHART, CITY OF",Elkhart,St. Joseph,04050001,2nd Congressional District,IN,5,MAP
Aeration (Pre-treatment),KOKOMO MUN WWTP,18002100001,Primary,Y,Y,No Change,N,,,11/06/2008,IN0032875,Individual Permit,KOKOMO MUNICIPAL STP,Howard,Wildcat,05120107,4th Congressional District,IN,5,MAP
Aeration (Pre-treatment),Suamico - CS,55008940001,Primary,Y,N,Abandonment,N,,,01/29/2005,,,"Suamico, Village of",Brown,Duck-Pensaukee,04030103,8th Congressional District,WI,5,MAP
Aeration (Pre-treatment),Plant #2 - Harlingen,48001104003,Primary,Y,Y,Increase Capacity,N,,,02/28/2001,TX0047929,Individual Permit,HARLINGEN,Cameron,Central Laguna Madre,12110207,34th Congressional District,TX,6,MAP
Aeration (Pre-treatment),KENNER STP 3,22000675004,Primary,Y,Y,No Change,N,,,09/10/2008,LA0066800,Individual Permit,"KENNER, CITY OF",Jefferson,East Central Louisiana Coastal,08090301,2nd Congressional District,LA,6,MAP
Aeration (Pre-treatment),MUNSTER WWTP,22009087006,Primary,Y,Y,Replacement,N,,,03/30/2012,LA0040177,Individual Permit,ST BERNARD PARISH GOVERNMENT,St. Bernard,Lower Mississippi-New Orleans,08090100,1st Congressional District,LA,6,MAP
Aeration (Pre-treatment),DURANT UA WWT,40000006001,Primary,Y,Y,No Change,N,,,05/26/2004,OK0039063,Individual Permit,DURANT CITY UTILITIES AUTHORITY,Bryan,Bois D'arc-Island,11140101,2nd Congressional District,OK,6,MAP
Aeration (Pre-treatment),Stephens WWTP,05000591001,Primary,Y,Y,No Change,N,,,02/13/2012,AR0020168,Individual Permit,Stephens,Ouachita,Lower Ouachita-Smackover,08040201,4th Congressional District,AR,6,MAP
Aeration (Pre-treatment),BIRMINGHAM WWTP,29001011003,Primary,Y,Y,No Change,N,,,03/17/2009,MO0049531,Individual Permit,KANSAS CITY WATER DEPT,Clay,Lower Missouri-Crooked,10300101,4th Congressional District,MO,7,MAP
Aeration (Pre-treatment),LEMAY WWTP,29001023002,Primary,Y,Y,No Change,N,,,03/05/2009,MO0025151,Individual Permit,ST LOUIS MSD,St. Louis,Cahokia-Joachim,07140101,8th Congressional District,MO,7,MAP
Aeration (Pre-treatment),MISSOURI RIVER WWTP,29001023004,Primary,Y,Y,No Change,N,,,03/05/2009,MO0004391,Individual Permit,ST LOUIS MSD,St. Louis,Lower Missouri,10300200,8th Congressional District,MO,7,MAP
Aeration (Pre-treatment),Floyd Branch WWTP,48004354011,Primary,Y,Y,No Change,N,,,09/19/2001,TX0023931,Individual Permit,NORTH TEXAS MWD,Dallas,Upper Trinity,12030105,32nd Congressional District,TX,6,MAP
Aeration (Pre-treatment),MCMINNVILLE WWTP,41000066001,Primary,Y,Y,No Change,N,,,03/04/2009,OR0034002,Individual Permit,"MCMINNVILLE     ,CITYOF",Yamhill,Yamhill,17090008,1st Congressional District,OR,10,MAP
Aeration (Pre-treatment),ST HELENS STP,41000076001,Primary,Y,Y,No Change,N,,,03/20/2009,OR0020834,Individual Permit,"ST HELENS,CITY OF",Columbia,Lower Willamette,17090012,1st Congressional District,OR,10,MAP
Aeration (Pre-treatment),CHEHALIS STP,53000190001,Primary,N,Y,New,N,,,06/17/2004,WA0021105,Individual Permit,CHEHALIS DEPT. OF W/S,Lewis,Upper Chehalis,17100103,3rd Congressional District,WA,10,MAP
Aeration (Pre-treatment),EDMONDS STP,53000365001,Primary,Y,Y,No Change,N,,,11/04/2008,WA0024058,Individual Permit,EDMONDS PUBLIC WORKS DEPT,Snohomish,Puget Sound,17110019,7th Congressional District,WA,10,MAP
Aeration (Pre-treatment),King County South Treatment Plant,53000776001,Primary,Y,Y,No Change,N,,,11/05/2008,WA0029581,Individual Permit,MUN OF METRO SEATTLE,King,Duwamish,17110013,9th Congressional District,WA,10,MAP
Aeration (Pre-treatment),Riverside Regional WQCP,06008001001,Primary,Y,Y,No Change,N,,,01/28/2009,CA0105350,Individual Permit,"RIVERSIDE, CITY OF",Riverside,Santa Ana,18070203,41st Congressional District,CA,9,MAP
Aeration (Pre-treatment),SODA SPRINGS WW TREAT FAC,16000017001,Primary,Y,Y,No Change,N,,,02/18/2009,ID0020818,Individual Permit,"SODA SPRINGS, CITY OF",Caribou,Bear Lake,16010201,2nd Congressional District,ID,10,MAP
Aeration (Pre-treatment),KELLOGG CREEK STP,41000001001,Primary,Y,Y,No Change,N,,,02/26/2009,OR0026221,Individual Permit,CLACKAMAS CO SERV DIST 1,Clackamas,Lower Willamette,17090012,5th Congressional District,OR,10,MAP
Aeration (Pre-treatment),TRI CITY WPCP,41000001002,Primary,Y,Y,Increase Capacity,N,,,02/26/2009,OR0031259,Individual Permit,WATER ENVIRONMENT SERVICES,Clackamas,Middle Willamette,17090007,5th Congressional District,OR,10,MAP
Aeration (Pre-treatment),GRAND ISLAND WWTP,31001045001,Primary,Y,Y,No Change,N,,,03/06/2009,NE0043702,Individual Permit,"GRAND ISLAND     ,CITYOF",Hall,Wood,10200102,3rd Congressional District,NE,7,MAP
Aeration (Pre-treatment),FARGO WWTP,38000008001,Primary,Y,Y,No Change,N,,2-primary aeration basins,04/19/2012,ND0022870,Individual Permit,"FARGO, CITY OF",Cass,Upper Red,09020104,0th Congressional District,ND,8,MAP
Aeration (Pre-treatment),GREEN RIVER LAGOON,56000087001,Primary,Y,Y,No Change,N,,2-pre aeration cells,03/07/2012,,,"GREEN RIVER, CITY OF",Sweetwater,Upper Green-Flaming Gorge Reservoir,14040106,0th Congressional District,WY,8,MAP
Aeration (Pre-treatment),CALIFORNIA SOUTH WWTF,29003087001,Primary,Y,Y,Process Improvement,N,,,06/27/2008,MO0023272,Individual Permit,"CALIFORNIA, CITY OF",Moniteau,Lower Missouri-Moreau,10300102,6th Congressional District,MO,7,MAP
Aeration (Pre-treatment),Athol Dept. of Public Works,25000062001,Primary,Y,Y,No Change,N,,,03/18/2009,MA0100005,Individual Permit,Athol Dept. of Public Works,Worcester,Miller,01080202,2nd Congressional District,MA,1,MAP
Aeration (Pre-treatment),Joint Meeting of Essex & Union - CSO/STP,34001030001,Primary,Y,Y,No Change,N,,,01/21/2009,NJ0024741,Individual Permit,Joint Meeting of Essex and Union Counties,Union,Sandy Hook-Staten Island,02030104,8th Congressional District,NJ,2,MAP
Aeration (Pre-treatment),Rahway Valley SA - CS/CSO/STP,34001090001,Primary,Y,Y,Increase Capacity,N,,"There two aeration tanks at approx 469,000 ft3 per tank",01/21/2009,NJ0024643,Individual Permit,Rahway Valley Sewerage Authority,Middlesex,Sandy Hook-Staten Island,02030104,6th Congressional District,NJ,2,MAP
Aeration (Pre-treatment),Roxbury Township - Ajax Terrace STP/CS,34002391001,Primary,Y,Y,No Change,N,,,01/14/2005,NJ0022675,Individual Permit,Roxbury Township,Morris,Hackensack-Passaic,02030103,7th Congressional District,NJ,2,MAP
Aeration (Pre-treatment),Raritan Township MUA- South Main STP/CS/Septics,34002492001,Primary,Y,Y,Rehabilitation,N,,,07/16/2008,NJ0022047,Individual Permit,Raritan Township MUA,Hunterdon,Raritan,02030105,7th Congressional District,NJ,2,MAP
Aeration (Pre-treatment),Brockton Dept.of Public Works,25000024001,Primary,Y,Y,Rehabilitation,N,2009,,03/18/2009,MA0101010,Individual Permit,Brockton Department of Public Works,Bristol,Narragansett,01090004,8th Congressional District,MA,1,MAP
Aeration (Pre-treatment),Upper Blackstone Abatement District,25000025001,Primary,Y,Y,Increase Level Of Treatment,N,,,03/05/2009,MA0102369,Individual Permit,Upper Blackstone Water Pollution Abatement Distric,Worcester,Blackstone,01090003,2nd Congressional District,MA,1,MAP
Aeration (Pre-treatment),YORK RIVER W P C F,51000308004,Primary,Y,Y,No Change,N,,,01/16/2009,VA0081311,Individual Permit,HAMPTON ROADS SAN DIST,York,York,02080107,1st Congressional District,VA,3,MAP
Aeration (Pre-treatment),ATLANTIC W P C F,51000308012,Primary,Y,N,Abandonment,N,,,12/17/2008,VA0081248,Individual Permit,HAMPTON ROADS SAN DIST,Virginia Beach,Albemarle,03010205,2nd Congressional District,VA,3,MAP
Aeration (Pre-treatment),OCEAN CITY WWTP,24000086001,Primary,Y,Y,No Change,N,,,01/23/2009,MD0020044,Individual Permit,OCEAN CITY WASTEWATER DEP,Worcester,Chincoteague,02040303,1st Congressional District,MD,3,MAP
Aeration (Pre-treatment),POTTSTOWN BORO STP,42000036001,Primary,Y,Y,No Change,N,,,01/27/2009,PA0026786,Individual Permit,POTTSTOWN BOROUGH,Montgomery,Schuylkill,02040203,6th Congressional District,PA,3,MAP
Aeration (Pre-treatment),WYOMING VALLEY SAN AUTH,42002099001,Primary,Y,Y,No Change,N,,,03/23/2009,PA0026107,Individual Permit,WYOMING VALLEY SAN AUTH,Luzerne,Upper Susquehanna-Lackawanna,02050107,11th Congressional District,PA,3,MAP
Aeration (Pre-treatment),ALTOONA WESTERLY STP,42004081002,Primary,Y,Y,No Change,N,2018,,11/10/2008,PA0027022,Individual Permit,ALTOONA CITY AUTHORITY,Blair,Upper Juniata,02050302,9th Congressional District,PA,3,MAP
Aeration (Pre-treatment),ERIE CITY STP,42006056001,Primary,Y,Y,No Change,N,,,03/24/2009,PA0026301,Individual Permit,ERIE SEWER AUTHORITY,Erie,Chautauqua-Conneaut,04120101,3rd Congressional District,PA,3,MAP
Aeration (Pre-treatment),Castile (V) WWTP,36009128001,Primary,N,Y,New,N,,,03/21/2001,NY0269336,Individual Permit,"CASTILE, VILLAGE OF",Wyoming,Upper Genesee,04130002,27th Congressional District,NY,2,MAP
Aeration (Pre-treatment),Yabucoa WWTP,72000005011,Primary,Y,Y,Rehabilitation,N,,,08/14/2008,PR0021717,Individual Permit,PRASA,Yabucoa,Eastern Puerto Rico,21010005,98th Congressional District,PR,2,MAP
Aeration (Pre-treatment),WILMINGTON STP,10000027001,Primary,Y,Y,No Change,N,,,03/20/2009,DE0020320,Individual Permit,WILMINGTON CITY COUNCIL,New Castle,Brandywine-Christina,02040205,0th Congressional District,DE,3,MAP
Aeration (Pre-treatment),Annapolis City WWTP,24000004001,Primary,Y,Y,No Change,N,,,10/24/2008,MD0021814,Individual Permit,ANNE ARUNDEL COUNTY DPW,Anne Arundel,Severn,02060004,3rd Congressional District,MD,3,MAP
Aeration (Pre-treatment),PISCATAWAY WWTP,24000018005,Primary,Y,Y,No Change,Y,,,01/30/2009,MD0021539,Individual Permit,Washington Suburban Sanitary Commission,Prince George's,Middle Potomac-Anacostia-Occoquan,02070010,5th Congressional District,MD,3,MAP
Aeration (Pre-treatment),Cumberland County UA - Cohansey River STP,34005018001,Primary,Y,Y,No Change,N,,,08/02/2001,NJ0024651,Individual Permit,Cumberland County UA,Cumberland,Cohansey-Maurice,02040206,2nd Congressional District,NJ,2,MAP
Aeration (Pre-treatment),Woodstown Borough - CS/Septics/STP,34005118001,Primary,Y,Y,No Change,N,,,07/26/2001,NJ0022250,Individual Permit,Woodstown Borough Sewerage Authority,Salem,Cohansey-Maurice,02040206,2nd Congressional District,NJ,2,MAP
Aeration (Pre-treatment),RUSSELLVILLE WWTP,01000380002,Primary,Y,Y,"Increase Capacity, Increase Level Of Treatment",N,,,09/10/2008,AL0027987,Individual Permit,"RUSSELLVILLE, WSB",Franklin,Pickwick Lake,06030005,4th Congressional District,AL,4,MAP
Aeration (Pre-treatment),JEFFERSON CO VALLEY CREEK WWTP,01200100002,Primary,Y,Y,No Change,N,,,03/06/2009,AL0023655,Individual Permit,JEFFERSON COUNTY COMMISSION,Jefferson,Upper Black Warrior,03160112,6th Congressional District,AL,4,MAP
Aeration (Pre-treatment),JEFFERSON COUNTY FIVE MILE WWTP,01200100003,Primary,Y,Y,No Change,N,,,03/06/2009,AL0026913,Individual Permit,JEFFERSON COUNTY COMMISSION,Jefferson,Locust,03160111,7th Congressional District,AL,4,MAP
Aeration (Pre-treatment),LOHMEYER REG. WWTP,12000001019,Primary,Y,Y,No Change,N,,,01/16/2009,,,Fort Lauderdale,Broward,Everglades,03090202,22nd Congressional District,FL,4,MAP
Aeration (Pre-treatment),BUCKMAN STREET STP,12000016001,Primary,Y,Y,No Change,N,,,02/11/2009,FL0026000,Individual Permit,JEA,Duval,Lower St. Johns,03080103,5th Congressional District,FL,4,MAP
Aeration (Pre-treatment),BOCA RATON STP,12000078001,Primary,Y,Y,No Change,N,,,07/28/2008,FL0026344,Individual Permit,"BOCA RATON, CITY OF",Palm Beach,Everglades,03090202,22nd Congressional District,FL,4,MAP
Aeration (Pre-treatment),KEY WEST WWTP,12000135001,Primary,Y,Y,Rehabilitation,N,,,05/30/2008,FLA147222,Discharge,Key West,Monroe,Florida Bay-Florida Keys,03090203,26th Congressional District,FL,4,MAP
Aeration (Pre-treatment),HUNTINGTON WWTP,54000603001,Primary,Y,Y,No Change,N,,"8 aeration chambers w/ vol of 552,000 gal ea.",02/10/2009,WV0023159,Individual Permit,"HUNTINGTON, CITY OF",Cabell,Raccoon-Symmes,05090101,3rd Congressional District,WV,3,MAP
Aeration (Pre-treatment),ANNISTON CHOCCOLOCCO WWTP,01000007001,Primary,Y,Y,No Change,N,,,03/13/2009,AL0022195,Individual Permit,CITY OF ANNISTON WW & SB,Calhoun,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
Aeration (Pre-treatment),DECATUR DRY CREEK WWTP,01000045001,Primary,Y,Y,Replacement,N,,,02/25/2009,AL0048593,Individual Permit,DECATUR UTILITIES,Morgan,Wheeler Lake,06030002,5th Congressional District,AL,4,MAP
Aeration (Pre-treatment),DOTHAN LITTLE CHOCTAWHATCHEE WWTP,01000049005,Primary,Y,Y,Increase Capacity,N,2011,,03/06/2009,AL0047465,Individual Permit,Dothan Utilities,Houston,Upper Choctawhatchee,03140201,2nd Congressional District,AL,4,MAP
Aeration (Pre-treatment),HUNTSVILLE SPRING BRANCH WWTP,01000085001,Primary,Y,Y,No Change,N,,,03/05/2009,AL0058394,Individual Permit,CITY OF HUNTSVILLE - WATER POLLUTION CONTROL,Madison,Wheeler Lake,06030002,5th Congressional District,AL,4,MAP
Aeration (Pre-treatment),HUNTSVILLE WESTERN AREA WWTP,01000085005,Primary,Y,Y,No Change,N,,,03/05/2009,AL0049531,Individual Permit,CITY OF HUNTSVILLE - WATER POLLUTION CONTROL,Madison,Wheeler Lake,06030002,5th Congressional District,AL,4,MAP
Aeration (Pre-treatment),MONTGOMERY CATOMA CREEK WWTP,01000110001,Primary,Y,Y,No Change,N,,,03/11/2009,AL0027863,Individual Permit,MONTGOMERY WW & SAN SWR BD,Montgomery,Upper Alabama,03150201,2nd Congressional District,AL,4,MAP
Aeration (Pre-treatment),TUSCALOOSA WWTP,01000176001,Primary,Y,Y,"Increase Level Of Treatment, Rehabilitation",N,,,09/12/2008,AL0022713,Individual Permit,City of Tuscaloosa,Tuscaloosa,Lower Black Warrior,03160113,7th Congressional District,AL,4,MAP
Aeration (Pre-treatment),PELHAM WWTP,01000198001,Primary,Y,Y,Increase Capacity,N,,,08/25/2008,AL0054666,Individual Permit,City of Pelham,Shelby,Cahaba,03150202,6th Congressional District,AL,4,MAP
Aeration (Pre-treatment),JACKSONVILLE WWTP,01000319001,Primary,Y,Y,"Increase Capacity, Increase Level Of Treatment, Rehabilitation",N,,,08/13/2008,AL0022586,Individual Permit,"JACKSONVILLE, WGSB",Calhoun,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
Aeration (Pre-treatment),HOMINY CREEK WWTP,37009801002,Primary,Y,Y,No Change,N,,,06/27/2008,NC0023906,Individual Permit,"WILSON, CITY OF",Wilson,Contentnea,03020203,1st Congressional District,NC,4,MAP
Aeration (Pre-treatment),Benton-Decatur WWTP,47000122001,Primary,N,Y,New,N,,,07/18/2001,TN0078042,Individual Permit,Benton-Decatur Co. Sewer District,Benton,Lower Tennessee-Beech,06040001,7th Congressional District,TN,4,MAP
Aeration (Pre-treatment),TRI LAKES RSD WWTP,18005835001,Primary,Y,Y,No Change,N,,,08/08/2001,IN0055166,Individual Permit,TRI LAKES RSD,Whitley,Eel,05120104,3rd Congressional District,IN,5,MAP
Aeration (Pre-treatment),LANSING WWTP,26000058001,Primary,Y,Y,No Change,N,,,10/22/2008,MI0023400,Individual Permit,CITY OF LANSING,Ingham,Upper Grand,04050004,8th Congressional District,MI,5,MAP
Aeration (Pre-treatment),MUSKEGON CO METRO STP,26000214001,Primary,Y,Y,No Change,N,,,01/27/2009,MI0027391,Individual Permit,MUSKEGON COUNTY DEPARTMEN,Muskegon,Lake Michigan,04060200,2nd Congressional District,MI,5,MAP
Aeration (Pre-treatment),GRANITE CITY REGIONAL WWTP & COLL SYSTEM,17000278001,Primary,Y,Y,No Change,N,,,04/24/2008,IL0033481,Individual Permit,"GRANITE CITY, CITY OF",Madison,Cahokia-Joachim,07140101,12th Congressional District,IL,5,MAP
Aeration (Pre-treatment),ANTIOCH STP,17000523001,Primary,Y,Y,No Change,N,,,02/05/2008,IL0020354,Individual Permit,"ANTIOCH, VILLAGE OF",Lake,Upper Fox,07120006,14th Congressional District,IL,5,MAP
Aeration (Pre-treatment),DOWNERS GROVE SD & COLL SYST,17000716001,Primary,Y,Y,No Change,N,,,12/24/2008,IL0028380,Individual Permit,DOWNERS GROVE SAN DIST,DuPage,Des Plaines,07120004,11th Congressional District,IL,5,MAP
Aeration (Pre-treatment),CALUMET WRP,17000721009,Primary,Y,Y,No Change,N,,,02/23/2009,IL0028061,Individual Permit,CHICAGO MWRDGC,Cook,Chicago,07120003,2nd Congressional District,IL,5,MAP
Aeration (Pre-treatment),HAMMOND WWTP,18000106001,Primary,Y,Y,No Change,N,,,10/30/2008,IN0023060,Individual Permit,HAMMOND WASTEWATER PLANT,Lake,Chicago,07120003,1st Congressional District,IN,5,MAP
Aeration (Pre-treatment),MISHAWAKA WWTP,18000401001,Primary,Y,Y,No Change,N,,,11/05/2008,IN0025640,Individual Permit,"MISHAWAKA, CITY OF",St. Joseph,St. Joseph,04050001,2nd Congressional District,IN,5,MAP
Aeration (Pre-treatment),KUWAHEE WWTP,47000760001,Primary,Y,Y,No Change,N,,,03/31/2009,TN0023582,Individual Permit,Knoxville Utilities Board,Knox,Watts Bar Lake,06010201,2nd Congressional District,TN,4,MAP
Aeration (Pre-treatment),T.A.S.S. Niles Ferry WWTF,47001035001,Primary,Y,N,Abandonment,N,,,03/05/2008,TN0058238,Individual Permit,Tellico Area Services System,Monroe,Lower Little Tennessee,06010204,3rd Congressional District,TN,4,MAP
Aeration (Pre-treatment),GREENVILLE UTILITIES COMM. WWTP,37007401001,Primary,Y,Y,No Change,N,,,02/10/2009,NC0023931,Individual Permit,GREENVILLE UTILITIES COMM,Pitt,Lower Tar,03020103,1st Congressional District,NC,4,MAP
Aeration (Pre-treatment),MONTICELLO WWTP,55003180001,Primary,Y,Y,No Change,N,,,01/24/2005,WI0024830,Individual Permit,"MONTICELLO, VILLAGE OF",Green,Sugar,07090004,2nd Congressional District,WI,5,MAP
Aeration (Pre-treatment),SUPERIOR WWTP,55004730001,Primary,Y,Y,No Change,N,,,02/15/2005,WI0025593,Individual Permit,"Superior, City of",Douglas,St. Louis,04010201,7th Congressional District,WI,5,MAP
Aeration (Pre-treatment),Lorain Black River WWTP,39004592001,Primary,Y,Y,No Change,N,,,03/15/2009,OH0026093,Individual Permit,City of Lorain,Lorain,Black-Rocky,04110001,9th Congressional District,OH,5,MAP
Aeration (Pre-treatment),Mansfield WWTP & Sewer System,39004851001,Primary,Y,Y,No Change,N,,,03/15/2009,OH0026328,Individual Permit,City of Mansfield,Richland,Mohican,05040002,12th Congressional District,OH,5,MAP
Aeration (Pre-treatment),Montgomery Co Eastern Regional WWTP and Sewers,39005419006,Primary,Y,Y,No Change,N,,,03/08/2009,OH0026590,Individual Permit,Montgomery County Sanitary Engineer Department,Montgomery,Little Miami,05090202,10th Congressional District,OH,5,MAP
Aeration (Pre-treatment),Sandusky WWTP & Sewer System,39007413001,Primary,Y,Y,No Change,N,,,02/27/2009,OH0027332,Individual Permit,City of Sandusky,Erie,Sandusky,04100011,9th Congressional District,OH,5,MAP
