facility_name,txt_file,extraction_file,completion_token,prompt_token,total_token,reasoning_token,cost_usd
Indian Springs Wastewater Treatment Facility,12-9-25_IndianSprings2014-0153NOA.txt,12-9-25_IndianSprings2014-0153NOA_232363.json,3801,8157,11958,3072,
Dunnigan WWTF,dunnigan_wdrs_r5-2021-0045.txt,dunnigan_wdrs_r5-2021-0045_220844.json,4212,8709,12921,3392,
Camp Roberts Main (West) Garrison WWTP,wdr_2014_final.txt,wdr_2014_final_212962.json,2937,8341,11278,2176,
Atascadero State Hospital,Atascadero State Hospital Revised NOA MRP_Final.txt,Atascadero State Hospital Revised NOA MRP_Final_206651.json,5011,8478,13489,4096,
California Utilities,R3-2020-0020 NOA Cal Utilities_final.txt,R3-2020-0020 NOA Cal Utilities_final_212424.json,2744,8415,11159,2240,
Calpella CWD WWTP,19_0010_Calpella_WDR_MRP.txt,19_0010_Calpella_WDR_MRP_212776.json,3027,8360,11387,2560,
Cambria CSD WWTP,12-8-25_Cambria CSD 2020-0020_NOA.txt,12-8-25_Cambria CSD 2020-0020_NOA_212858.json,209,8095,8304,192,
Casa Del Rey HA,2014-0153-dwq-r5234.txt,2014-0153-dwq-r5234_213409.json,2346,8086,10432,2240,
Tooleville WWTF,NOA 2014-0153-DWQ-R5419_Tooleville WWTF.txt,NOA 2014-0153-DWQ-R5419_Tooleville WWTF_264740.json,2283,8180,10463,1984,
Traver WWTF,2014-0153-DWQ-R5418 Traver WWTF NOA.txt,2014-0153-DWQ-R5418 Traver WWTF NOA_266310.json,3519,8269,11788,2944,
Circle Oaks WWTF,2014-0153-dwq-r5432_noa.txt,2014-0153-dwq-r5432_noa_214559.json,2469,8343,10812,2112,
Fillmore Water Recycling Plant,10753_Order R4-2023-0426.txt,10753_Order R4-2023-0426_889990.json,2737,8462,11199,2112,
Gonzales WWTP,Aug2025_GonzalesSecondRevisedNOA_MRP_0020_final.txt,Aug2025_GonzalesSecondRevisedNOA_MRP_0020_final_227602.json,3964,8332,12296,3200,
Vista Canyon Water Factory,10041_R4-2020-0049_WDR.txt,10041_R4-2020-0049_WDR_805193.json,4324,8355,12679,3456,
City of Santa Maria WWTP,Santa Maria R3-2020-0020 NOA_MRP_final.txt,Santa Maria R3-2020-0020 NOA_MRP_final_255678.json,4581,8511,13092,3648,
Civita Water Reclamation Facility,Order_R9-2020-0108_Civita-signed.txt,Order_R9-2020-0108_Civita-signed_849194.json,4341,8472,12813,3456,
Bombay Beach STP,2013_0024cvwd_bombay_beach_wdr_mrp.txt,2013_0024cvwd_bombay_beach_wdr_mrp_209999.json,2154,8198,10352,1792,
Corcoran WWTF,R5_2021_0025_01_Corcoran WWTF.txt,R5_2021_0025_01_Corcoran WWTF_273108.json,2664,8301,10965,2240,
Corcoran WWTF,r5_2021_0025.txt,r5_2021_0025_273108.json,2246,8299,10545,1856,
Corona WWRF #2,"11-015_City of Corona, DWP Reissuance of WDR_Fac2.txt","11-015_City of Corona, DWP Reissuance of WDR_Fac2_259173.json",3911,8174,12085,3008,
Fresno Cnty Juvenile Justice WWTF,r5-2007-0150.txt,r5-2007-0150_234146.json,5951,9027,14978,4416,
Fresno Cnty #44A-Millerton Lake MHV WWTF,NOA_Millerton Lake MHV_2014_0153_DWQ_R5368 .txt,NOA_Millerton Lake MHV_2014_0153_DWQ_R5368 _201082.json,3184,8159,11343,2688,
Fresno Cnty #44-D Monte Verdi Estates WWTF,Monte Verde Small Dometic WWTF NOA.txt,Monte Verde Small Dometic WWTF NOA_201081.json,5607,8702,14309,4800,
Fresno Cnty #34-Millerton New Town WWTF,r5-2008-0127[1].txt,r5-2008-0127[1]_201076.json,7691,8922,16613,6144,
Fresno Cnty #32-Cantua Creek WWTF,NOA-2014-0153-dwq-r5335.txt,NOA-2014-0153-dwq-r5335_201075.json,3383,8879,12262,3008,
Fresno Cnty #30-El Porvenir WWTF,El Porvenir_NOA.txt,El Porvenir_NOA_201073.json,2350,8333,10683,1984,
Chualar WWTP,09-20-2022_R3-2020-0020 NOA MRP Chualar_Final.txt,09-20-2022_R3-2020-0020 NOA MRP Chualar_Final_241305.json,4970,8602,13572,4096,
Cypress Ridge Sewer Facility,0153 NOA and MRP for Cypress Ridge WWTP_final.txt,0153 NOA and MRP for Cypress Ridge WWTP_final_216491.json,5414,8848,14262,4096,
Tenaya Lodge WWTP,2014-0153-DWQ-R5233.txt,2014-0153-DWQ-R5233_263168.json,5463,9048,14511,4736,
Willow Creek Apartments,110510_CA_RRO_WillowCreek_MRP_tmk.txt,110510_CA_RRO_WillowCreek_MRP_tmk_766558.json,3128,8251,11379,2752,
Davenport WWTP,1-MRR_r3_2019_0008-signed.txt,1-MRR_r3_2019_0008-signed_219169.json,2949,8115,11064,2368,
Del Rio East HOA WWTP,Del Rio East NOA.txt,Del Rio East NOA_602499.json,3272,8428,11700,3008,
Delano WWTF,R5-2017-0052.txt,R5-2017-0052_273109.json,4531,8238,12769,3648,
Dinuba WWTF,R5-2023-0046_WDR_City of Dinuba.txt,R5-2023-0046_WDR_City of Dinuba_273110.json,5599,8809,14408,4480,
Dixon WWTF,r5-2014-0098.txt,r5-2014-0098_220396.json,5466,8719,14185,4800,
Camanche North Shore Recreation Area Water Treatment Plant Land Application,r5-2012-0023.txt,r5-2012-0023_741089.json,4327,8342,12669,3584,
EBMUD Pardee Center WWTF,EBMUD_PardeeCenter_NOA.txt,EBMUD_PardeeCenter_NOA_222129.json,4523,8437,12960,3648,
Camanche North Shore WWTP,2014-0153-dwq-r5338_noa.txt,2014-0153-dwq-r5338_noa_212847.json,4205,8568,12773,3456,
Sterling Natural Resource Center WWTF,R8-2023-0009_EVWD_SNRC_esigned.txt,R8-2023-0009_EVWD_SNRC_esigned_835078.json,906,8150,9056,768,
Temecula Valley RWRF,08-0008 EMWD.txt,08-0008 EMWD_263145.json,5630,9868,15498,4608,
Sun City RWRF,08-0008 EMWD.txt,08-0008 EMWD_259223.json,5680,9860,15540,4608,
Perris Valley RWRF,08-0008 EMWD.txt,08-0008 EMWD_259209.json,9107,9864,18971,7296,
Moreno Valley RWRF,08-0008 EMWD.txt,08-0008 EMWD_259203.json,5280,9860,15140,4224,
San Jacinto Valley RWRF,08-0008 EMWD.txt,08-0008 EMWD_259193.json,5781,9868,15649,4480,
Union Mine Disposal Site,r5-2006-0019-001_wdr.txt,r5-2006-0019-001_wdr_641209.json,3785,8087,11872,3264,
Union Mine Disposal Site,r5-2006-0019-002_wdr.txt,r5-2006-0019-002_wdr_641209.json,3744,8082,11826,3200,
Union Mine Disposal Site,r5-2006-0019.txt,r5-2006-0019_641209.json,2474,8096,10570,1920,
Camino Heights WWTP,r5-2012-0045.txt,r5-2012-0045_212899.json,6240,8505,14745,5248,
Gold Ridge Forest Unit 3,2014-0153-DWQ-R5293_06Aug2019_NOA.txt,2014-0153-DWQ-R5293_06Aug2019_NOA_227444.json,2668,8658,11326,2304,
El Toro Water Dist WWRF,R8-2015-0023_El_Toro_Water_District.txt,R8-2015-0023_El_Toro_Water_District_271777.json,5194,8528,13722,4160,
El Toro Water Dist WWRF,R8-2019-0052_El_Toro_Water_District_WDR_Amendment_of_R8-2015-0023.txt,R8-2019-0052_El_Toro_Water_District_WDR_Amendment_of_R8-2015-0023_271777.json,4719,8229,12948,3776,
Hale Avenue Resource Recovery Facility (HARRF) Recycled Water,HARRF R9-2010-0032.txt,HARRF R9-2010-0032_229727.json,6212,8460,14672,4864,
Etna STP,15_0026_Etna_WDR.txt,15_0026_Etna_WDR_222998.json,2019,8199,10218,1792,
Farmersville WWTF,R5_2022-0026_WDR_Farmersville WWTF.txt,R5_2022-0026_WDR_Farmersville WWTF_273113.json,3610,8131,11741,3008,
Fort Jones City WWTP,14_0029_FortJones_WDR.txt,14_0029_FortJones_WDR_225072.json,4243,8163,12406,3712,
North Fresno WWRF,r5-2014-0162.txt,r5-2014-0162_215677.json,4664,8523,13187,3776,
Fresno Regional WWTF,Order R5-2018-0080.txt,Order R5-2018-0080_273115.json,6283,8778,15061,4736,
Mira Bella WWTF,Mira Bella WWTF_NOA_2014-0153-DWQ-R5379.txt,Mira Bella WWTF_NOA_2014-0153-DWQ-R5379_240892.json,2439,8915,11354,2240,
Garberville POTW,18_0033_Garberville_WDR.txt,18_0033_Garberville_WDR_226719.json,4526,8219,12745,3776,
Gold Mountain WWTF,Gold Mountain CSD_NOA-Memo-MRP_.txt,Gold Mountain CSD_NOA-Memo-MRP__227440.json,1932,8238,10170,1728,
Golden Meadows STP (sand filter),2014-0153-dwq-r5235.txt,2014-0153-dwq-r5235_227507.json,3179,8250,11429,2944,
Google Bay View Campus,Google Bay View Notice of Applicability Package 2022-07.txt,Google Bay View Notice of Applicability Package 2022-07_862046.json,5455,8500,13955,4160,
"Greek Orthodox Monestery of the Theotokos, The Life Giving Spring",2014-0153-DWQ-R5184.txt,2014-0153-DWQ-R5184_815678.json,1020,8406,9426,896,
"Greenfield WWTP, City of",Oct2024_GreenfieldNOA_MRP_0020_Final.txt,Oct2024_GreenfieldNOA_MRP_0020_Final_227893.json,4864,8905,13769,3968,
Guadalupe WWTP,GUAD R3-2020-0020_NOA MRP REV 2024 Final.txt,GUAD R3-2020-0020_NOA MRP REV 2024 Final_228104.json,1551,8488,10039,1536,
Gualala WWTF,22_0004_Gualala_CSD_WDR.txt,22_0004_Gualala_CSD_WDR_228109.json,5695,8625,14320,4416,
Happy Camp WWTP,22_0011_HappyCamp_WDR.txt,22_0011_HappyCamp_WDR_229643.json,2304,8381,10685,2048,
Harris Farms Farm Labor Housing Facility,Harris_Farms_Labor_Housing_NOA.txt,Harris_Farms_Labor_Housing_NOA_224179.json,3714,8519,12233,3200,
Helendale Silverlakes STP,R6V-2018-0015 Helendale CSD_Silver Lakes WWTP_6B361111001.txt,R6V-2018-0015 Helendale CSD_Silver Lakes WWTP_6B361111001_230011.json,4265,8501,12766,3072,
Herlong Public Utility District WWTF,r6t-2016-0036_herlong.txt,r6t-2016-0036_herlong_230784.json,5082,8403,13485,3968,
Hi-Desert WD Reclamation Facility,R7-2022-0014.txt,R7-2022-0014_806008.json,5583,8140,13723,4544,
Hilton Creek CSD Package STP,6-04-18 Revised WDR hilton Creek COmmunity Services District.txt,6-04-18 Revised WDR hilton Creek COmmunity Services District_230429.json,3680,8233,11913,3136,
Hoberg's Resort,r5-2004-0085.txt,r5-2004-0085_239190.json,4909,8996,13905,3840,
Hollister Domestic WWTP,Hollister 0068_NOA&MRP_final.txt,Hollister 0068_NOA&MRP_final_230555.json,3492,8494,11986,3008,
Hopland Public Utilities District,23_0013_Hopland PUD WWTF_WDR_EO Signed.txt,23_0013_Hopland PUD WWTF_WDR_EO Signed_230693.json,2568,8351,10919,2048,
Housing Authority Cnty of Merced - Los Banos,Los Banos Migrant NOA .txt,Los Banos Migrant NOA _240362.json,1751,8535,10286,1536,
Hughson WWTF,r5-2012-0003.txt,r5-2012-0003_230812.json,4338,8373,12711,3456,
Hume Lake WWTF,r5-2012-0125.txt,r5-2012-0125_273148.json,8073,9278,17351,6784,
Huron WWTF,r5-2014-0163.txt,r5-2014-0163_273119.json,4921,8669,13590,4224,
I-5 & Panoche Road WWTF,NOA 2014_0153_dwq_r5281.txt,NOA 2014_0153_dwq_r5281_232098.json,4150,8458,12608,3456,
Idyllwild WD WWTP,R8-2015-0028_Idyllwild_Water_District_WDR.txt,R8-2015-0028_Idyllwild_Water_District_WDR_259155.json,3733,8738,12471,2688,
Poe Colonia (Cady Subdivision),R7-2023-0015.txt,R7-2023-0015_248787.json,5180,8734,13914,4352,
Ione WWTF,r5-2013-0022.txt,r5-2013-0022_214640.json,5709,9465,15174,4864,
JH Ranch,16_0013_JHRanch_WDR.txt,16_0013_JHRanch_WDR_805724.json,3280,8369,11649,2880,
Jamestown Sanitary District Wastewater Treatment Facilities,Jamestown WDRs r5_2021_0046.txt,Jamestown WDRs r5_2021_0046_233460.json,6288,8731,15019,4544,
Lake Cnty SD Kelseyville WWD No. 3 Kelseyville WWTF,R5-2009-0023.txt,R5-2009-0023_736188.json,4219,9426,13645,3520,
Kendall-Jackson Wine Center Domestic Waste,120411_RSP_KJWineCenter_GenEnroll_12_0057_MRP_tmk.txt,120411_RSP_KJWineCenter_GenEnroll_12_0057_MRP_tmk_771804.json,4596,8147,12743,3968,
Kerman WWTF,Kerman WWTF R5-2007-0115.txt,Kerman WWTF R5-2007-0115_234841.json,6188,8651,14839,4864,
Kern Cnty Sheriff's Lerdo WWTF,r5-2018-0014.txt,r5-2018-0014_256772.json,4503,8945,13448,3584,
Kern Cnty CSA 39.8-Reeder Tract,2014-0153-DWQ-R5303.txt,2014-0153-DWQ-R5303_252277.json,4248,8125,12373,3264,
King City Domestic WWTF,King City Big Order NOA_MRP_Final.txt,King City Big Order NOA_MRP_Final_235021.json,4124,9018,13142,3264,
Kirkwood Meadows WWTF,R5-2007-0125-wdr.txt,R5-2007-0125-wdr_235088.json,5389,8800,14189,4224,
Knights Landing CSD WWTP,R5-2007-0149.txt,R5-2007-0149_235144.json,3120,8556,11676,2816,
Lake Isabella WWTF,Lake Isabella Wastewater Treatment Facility NOA 2-6-2020.txt,Lake Isabella Wastewater Treatment Facility NOA 2-6-2020_236222.json,3175,8683,11858,2752,
LPC Arrowhead Area 1 LP OWTS,LPC Arrowhead Area 1 LP OWTS NOA.txt,LPC Arrowhead Area 1 LP OWTS NOA_893349.json,3707,8262,11969,3200,
Laguna County Sanitation District Reclamation Plant,LCSD R3-2020-0020 NOA MRP.txt,LCSD R3-2020-0020 NOA MRP_236124.json,8409,10015,18424,6528,
Almanor Lakeside Villas WWTF,97-010-dwq.txt,97-010-dwq_205205.json,4294,8384,12678,3712,
Hacienda WWTP,97-010_ NOA.txt,97-010_ NOA_229466.json,1517,8105,9622,1344,
Lake Shastina CSD STP,12_0029_WDR_LakeShastina_KVG_120618.txt,12_0029_WDR_LakeShastina_KVG_120618_236258.json,4907,8770,13677,4352,
Lakeport City WWTP,r5-2012-0025.txt,r5-2012-0025_241869.json,1890,8179,10069,1600,
Lamont WWTF,R5-2022-0059_Lamont WWTF_WDR.txt,R5-2022-0059_Lamont WWTF_WDR_273174.json,3241,8219,11460,2816,
Las Gallinas Sludge App,LGVSD Notice of Applicability Package.txt,LGVSD Notice of Applicability Package_236597.json,465,8354,8819,448,
Laton WWTF,r5-2016-0079.txt,r5-2016-0079_273175.json,4345,8346,12691,3520,
Lemoore WWTF,R5-2024-0007_Leprino Foods_WDRs.txt,R5-2024-0007_Leprino Foods_WDRs_273120.json,5836,8757,14593,4736,
Gafner Water Reclamation Facility,R9-2004-0223 .txt,R9-2004-0223 _226637.json,2468,8088,10556,1920,
"Lewiston CSD WWTP, POTW",20_0024_LewistonCSD_WDR.txt,20_0024_LewistonCSD_WDR_236941.json,1475,8079,9554,1344,
Little Bear WWTP,NOA_MRP_LittleBear_0153_2023_final.txt,NOA_MRP_LittleBear_0153_2023_final_237149.json,4046,8567,12613,3328,
Lockeford CSD WWTP,R5-2007-0179.txt,R5-2007-0179_237252.json,6382,9166,15548,5568,
Los Alamos WWTP,08-24-2022_WDR_Los Alamos NOA MRP Final.txt,08-24-2022_WDR_Los Alamos NOA MRP Final_237395.json,4406,8455,12861,3648,
Hyperion Advanced Water Purification Facility,10735_R4-2023-0357_WDR.txt,10735_R4-2023-0357_WDR_888692.json,7609,9315,16924,6656,
Trancas WPCP,3017_Attachments.txt,3017_Attachments_268548.json,209,8180,8389,192,
Trancas WPCP,3017_R4-2023-0294.txt,3017_R4-2023-0294_268548.json,7024,8617,15641,5696,
Lancaster Water Reclamation Plant,r6v-2022-0023-lacsd-rev-wdr.txt,r6v-2022-0023-lacsd-rev-wdr_236378.json,3891,8613,12504,2688,
Palmdale Water Reclamation Plant,R6V-2011-0012 LACSD Palmdale No. 20 WDR and MRP.Final.txt,R6V-2011-0012 LACSD Palmdale No. 20 WDR and MRP.Final_247448.json,3048,8230,11278,2624,
Los Banos WWTF,r5_2021_0026.txt,r5_2021_0026_273122.json,4427,8389,12816,3776,
Oasis West RV Park,Oasis West RV Park WWTF (Formerly Los Banos WestI-5 KOA WWTF)-Ownership Change.txt,Oasis West RV Park WWTF (Formerly Los Banos WestI-5 KOA WWTF)-Ownership Change_255393.json,2884,8372,11256,2688,
City of Loyalton and Grandi Ranch WWTF,R5-2009-0108.txt,R5-2009-0108_214650.json,4590,8949,13539,3776,
Wilderness Lakes WWTP,"09-0046 MHC NAC, Inc, Wilderness Lakes RV Park WWTF.txt","09-0046 MHC NAC, Inc, Wilderness Lakes RV Park WWTF_259218.json",3682,8388,12070,3072,
Madera WWTF,R5-2022-0074_Madera WWTF_WDR.txt,R5-2022-0074_Madera WWTF_WDR_273123.json,5597,8562,14159,4416,
Madera Cnty #19-Parkwood WWTF,Parkwood OWTS_NOA_2014-0153-DWQ-R5412.txt,Parkwood OWTS_NOA_2014-0153-DWQ-R5412_201067.json,3202,8102,11304,2816,
Madera Cnty #14-Chukchansi WWTF,NOA 2014-0153-dwq-r5326.txt,NOA 2014-0153-dwq-r5326_214483.json,2682,8286,10968,2240,
Madera Cnty #7-Marina View Heights WWTF,NOA 2014-0153-DWQ-R5398_Marina View Heights WWT F.txt,NOA 2014-0153-DWQ-R5398_Marina View Heights WWT F_201087.json,3412,8305,11717,2752,
Madera Cnty #37-La Vina WWTF,2014-0153-dwq_r5348.txt,2014-0153-dwq_r5348_201077.json,2363,8324,10687,2048,
Madera Cnty #28 Ripperdan WWTF,NOA_RipperdanWWTF.txt,NOA_RipperdanWWTF_201072.json,3106,8341,11447,2624,
Madera Cnty #24 Teaford Meadow Lakes WWTF,2014-0153-DWQ-R5401 Teaford Meadow Lakes WWTF NOA.txt,2014-0153-DWQ-R5401 Teaford Meadow Lakes WWTF NOA_201070.json,3535,8262,11797,2816,
Gunner Ranch Water Reclamation Plant,Gunner Ranch r5-2019-0084_wdrs.txt,Gunner Ranch r5-2019-0084_wdrs_273147.json,5020,8373,13393,4352,
Malibu Bay Club WWTP,5774_R4-2012-0073_WDR_PKG.txt,5774_R4-2012-0073_WDR_PKG_242135.json,4791,8950,13741,3904,
Manila CSD WWTP,22_0003_ManilaCSD_WDR_Final_signed.txt,22_0003_ManilaCSD_WDR_Final_signed_239317.json,4766,8413,13179,4032,
Coulterville WWTF,NOA 2014-0153-DWQ-R5388_Coulterville WWTF.txt,NOA 2014-0153-DWQ-R5388_Coulterville WWTF_215910.json,2761,8308,11069,2112,
Mariposa Pines WWTF,Mariposa Pines WWTF NOA.txt,Mariposa Pines WWTF NOA_239543.json,3064,9577,12641,2752,
Don Pedro Sewer Zone 1,R5-2013-0062.txt,R5-2013-0062_220495.json,3492,8063,11555,2944,
McCabe Municipal WWTP,7A130136001_NOA.txt,7A130136001_NOA_815299.json,4717,8482,13199,3840,
McCloud WWTF,r5-2017-0078.txt,r5-2017-0078_240000.json,3939,8929,12868,3648,
McFarland WWTF,r5-2008-0072.txt,r5-2008-0072_273125.json,3857,9012,12869,3264,
I-5 & Highway 58 WWTF,r5-2007-0152.txt,r5-2007-0152_273149.json,4370,8426,12796,3520,
Mendota WWTF,r5-2016-0054.txt,r5-2016-0054_273126.json,6285,9176,15461,5248,
Microsoft Silicon Valley Recycled Water System,2020-07_Microsoft Silicon Valley NOA Combined.txt,2020-07_Microsoft Silicon Valley NOA Combined_860254.json,5089,8524,13613,3904,
Miranda POTW,19_0002_Miranda_CSD_WDR.txt,19_0002_Miranda_CSD_WDR_240917.json,2940,8307,11247,2176,
Mission Hills La Purisima WWTP,MHCSD Order R3-2019-0042-5-17-2019_signed.txt,MHCSD Order R3-2019-0042-5-17-2019_signed_240951.json,3490,8326,11816,3136,
Mission Hills La Purisima WWTP,wdr_standard_provisions_2013.txt,wdr_standard_provisions_2013_240951.json,2721,8103,10824,2432,
Alan Horton WWTP,R7-2022-0008.txt,R7-2022-0008_204870.json,6034,8970,15004,4928,
Desert Crest WWTP,R7-2014-0048.txt,R7-2014-0048_219649.json,4400,8513,12913,3584,
Monterey Bay Academy WWTP,Monterey Bay Academy NOA MRP_Final.txt,Monterey Bay Academy NOA MRP_Final_241299.json,4257,9151,13408,3840,
Lake San Antonio Southshore WWTP,08-12-2022_WDR_Lake San Antonio Recreation Area South Shore WWTP NOA_final.txt,08-12-2022_WDR_Lake San Antonio Recreation Area South Shore WWTP NOA_final_236252.json,5504,8237,13741,4992,
Monterey Dunes Colony WWTP,5-5-22_Monterey Dunes Mutual Water Association draft NOA MRP_final.txt,5-5-22_Monterey Dunes Mutual Water Association draft NOA MRP_final_241306.json,1527,8045,9572,1344,
Napa Berryessa WTF,r5-2013-0065.txt,r5-2013-0065_243845.json,4497,9243,13740,3776,
City of Newman WWTF,r5-2018-0024_info.txt,r5-2018-0024_info_244250.json,3445,8341,11786,2816,
Nipomo CSD Southland Treatment Facility,Nipomo_Southland_BigOrder_NOA_final.txt,Nipomo_Southland_BigOrder_NOA_final_244361.json,3827,8311,12138,3008,
Nipomo CSD Black Lake - Reclaimed Water Producer,Nipomo_Blacklake_NOA_final.txt,Nipomo_Blacklake_NOA_final_244360.json,5838,8464,14302,4864,
North of River WWTF,r5-2009-0088.txt,r5-2009-0088_273143.json,3773,8292,12065,2752,
Oakwood Lake WWTF,R5-2006-0114-001.txt,R5-2006-0114-001_241099.json,4172,8256,12428,3328,
Oakwood Lake WWTF,R5-2006-0114.txt,R5-2006-0114_241099.json,5044,8225,13269,4224,
Oakwood Lake WWTF,R5-2016-0068.txt,R5-2016-0068_241099.json,3714,8254,11968,2752,
Orange Cove WWTF,r5-2004-0008.txt,r5-2004-0008_273127.json,4292,8224,12516,3520,
Ralph W Chapman WRF,Order No. R9-2007-0038.txt,Order No. R9-2007-0038_251548.json,4003,8211,12214,2880,
Pioneer Creek MH Community,Notice of Applicability_Pioneer Creek MH Community.txt,Notice of Applicability_Pioneer Creek MH Community_248476.json,2241,8401,10642,1920,
Pajaro Valley WMA and City of Watsonville Water Reclamation,masterreclamationpermit.txt,masterreclamationpermit_731257.json,4150,8273,12423,3136,
Palm Springs WWTF,R7-2024-0009.txt,R7-2024-0009_247435.json,5867,9718,15585,3776,
"Palm Springs Village-309, LLC Silvertip Resort Village WWTF",r5-2007-0140.txt,r5-2007-0140_257153.json,4132,8480,12612,3328,
Paradise Ranch WWTP,5671_R4-2011-0177_WDR_PKG.txt,5671_R4-2011-0177_WDR_PKG_249771.json,3650,8181,11831,3136,
Pauma Valley Treatment Plant,NOA_Pauma_Valley_WWTP signed dwg 05-12-21.txt,NOA_Pauma_Valley_WWTP signed dwg 05-12-21_247809.json,1972,8122,10094,1664,
EZ Trip 1277,PilotTravelCenters_2014-0153-DWQ.txt,PilotTravelCenters_2014-0153-DWQ_835076.json,4067,8851,12918,3520,
"Plant Sciences, Inc. Juniper Village 2, Macdoel Middle School",NOA - Plant Sciences.txt,NOA - Plant Sciences_901636.json,2545,8268,10813,2304,
Pleasant Ridge Elementary School WWTP,2014-0153-dwq-r5363.txt,2014-0153-dwq-r5363_248713.json,4552,8983,13535,3904,
Plumas Eureka Estates WWTF - WWTP 7,PECSD_ADA_NOA.txt,PECSD_ADA_NOA_248742.json,2578,8164,10742,2304,
Plumas Eureka Estates WWTF - WWTP 6,PECSD_ADA_NOA.txt,PECSD_ADA_NOA_903974.json,2620,8164,10784,2304,
Point Arena WWTP,22_0015_Point_Arena_WWTF_WDR.txt,22_0015_Point_Arena_WWTF_WDR_248791.json,2474,8398,10872,2112,
"Diocese of San Joaquin, Episcopal Conference Center Oakhurst (ECCO)",2014-0153-dwq-r5282.txt,2014-0153-dwq-r5282_220279.json,3445,8703,12148,2752,
Santa Maria WWTP,R9-2016-0154 Signed.txt,R9-2016-0154 Signed_255679.json,4256,8178,12434,3136,
Rancho Colina MH Estates STP,Ranch Colina 0153 NOA Final.txt,Ranch Colina 0153 NOA Final_251631.json,3301,8385,11686,2432,
Rancho Larios WWTP,5-27-22_0153 NOA Ranch Larios HOA Final.txt,5-27-22_0153 NOA Ranch Larios HOA Final_251675.json,3735,8205,11940,3008,
Rancho Murieta CSD WWT & Rec,R5-2014-0149.txt,R5-2014-0149_251695.json,5168,8455,13623,4032,
The Preserve at Millerton Lake,2014-0153-dwq-r5318Aug27.txt,2014-0153-dwq-r5318Aug27_244531.json,4747,8207,12954,4032,
River Island East WWTF,NOA 2014-0153-dwq-r5328.txt,NOA 2014-0153-dwq-r5328_273152.json,4769,9121,13890,3648,
Riverdale WWTF,Riverdale PUD IR.txt,Riverdale PUD IR_273185.json,3443,8174,11617,2944,
Riverdale WWTF,r5-2018-0028.txt,r5-2018-0028_273185.json,2281,8388,10669,1920,
Rosamond WTF (Ponds),R6V-2019-0251_WDR_Rosamond Adopted Full.txt,R6V-2019-0251_WDR_Rosamond Adopted Full_253293.json,6845,9170,16015,5504,
Konocti Harbor Resort,r5-2002-0157.txt,r5-2002-0157_235208.json,3714,8214,11928,3200,
Boys Ranch WWTF,r5-2004-0003.txt,r5-2004-0003_210156.json,2283,8187,10470,2112,
Rancho Seco Recreational Area WWTF,rancho_seco-wqo2014-0153-R5367.txt,rancho_seco-wqo2014-0153-R5367_739749.json,3342,8292,11634,3008,
SCSD Desert Shores WWTP,R7-2025-0016.txt,R7-2025-0016_219671.json,2590,8421,11011,2432,
SCSD Thomas R. Cannell WWTP,R7-2024-0020.txt,R7-2024-0020_647900.json,2937,8123,11060,2496,
San Ardo WWTP,San Ardo NOA and MRP_final.txt,San Ardo NOA and MRP_final_255190.json,337,8179,8516,320,
Park Moabi WWTF,0017moabi.txt,0017moabi_247644.json,3157,8185,11342,2688,
Pine Valley WW Polltn Cntl Fac (Pine Valley Sanitation District) OWTS,Signed NOA with Enclosures- Pine Valley.txt,Signed NOA with Enclosures- Pine Valley_248439.json,1732,8474,10206,1536,
Julian Water Pollution Facility,Required Plans for Julian WPCF.txt,Required Plans for Julian WPCF_234117.json,5824,8533,14357,4736,
Rancho Del Campo WPCF OWTS,NOA_RanchDelCampoWWTP.txt,NOA_RanchDelCampoWWTP_251653.json,3626,8193,11819,2880,
Camp Mather,Order No 2014-0153-DWQ-R5265.txt,Order No 2014-0153-DWQ-R5265_737529.json,3895,8869,12764,3392,
San Jerardo WWTP,NOA_MRP_Sept_24_2019.txt,NOA_MRP_Sept_24_2019_255306.json,3357,8640,11997,3008,
San Joaquin WWTF,r5-2007-0100.txt,r5-2007-0100_273132.json,5614,8555,14169,4928,
CSA 44-Zone G (Linne),San Joaquin County_ NOA.txt,San Joaquin County_ NOA_237113.json,5316,8464,13780,3968,
County Service Area (CSA) 44 Zone E (Castello),CSA 44 Zone E_NOA.txt,CSA 44 Zone E_NOA_216287.json,4536,8405,12941,3520,
Oak Shores Development CSA-7A,0153-NOA_Oak Shores Development_final.txt,0153-NOA_Oak Shores Development_final_245581.json,4221,8423,12644,3648,
Country Club Estates SLO Co CSA-18,11-20-25_2025_CSA18_NOA_final.txt,11-20-25_2025_CSA18_NOA_final_215915.json,4877,8790,13667,3968,
San Miguel CSD Machado WWTP,1-15-26_San Miguel revised NOA and MRP.txt,1-15-26_San Miguel revised NOA and MRP_255430.json,3387,8577,11964,2816,
San Miguelito Wild Cherry Canyon,R3-2020-0020 NOA San Miguelito_final.txt,R3-2020-0020 NOA San Miguelito_final_272525.json,3696,8263,11959,3072,
Sanger WWTF,r5-2014-0004.txt,r5-2014-0004_273133.json,6157,8256,14413,4736,
Cachuma Lake Recreation Area WWTP,6-15-22_NOA 0153- Cachuma Sanitation_final_signed.txt,6-15-22_NOA 0153- Cachuma Sanitation_final_signed_212455.json,4421,8399,12820,3712,
Jalama Beach County Park WWTP,Jalama-NOA 0153_June 2024_final.txt,Jalama-NOA 0153_June 2024_final_233409.json,4972,9269,14241,4416,
